date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:01:00	1758/1758	---MC-	403	error ('Access%20Forbidden')	text/html	date:Wed,%2027%20Jul%202022%2004:59:32%20GMT	https://www.adfiap.org/44th/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adfiap.org%2F44th%2F	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-json/oembed/1.0/embedef43	(from https://www.adfiap.org/44th/)
13:01:00	1758/1758	---MC-	403	error ('Access%20Forbidden')	text/html	date:Wed,%2027%20Jul%202022%2004:59:32%20GMT	https://www.adfiap.org/44th/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.adfiap.org%2F44th%2F&format=xml	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-json/oembed/1.0/embed93a8	(from https://www.adfiap.org/44th/)
13:01:01	1409/1409	---M--	200	added ('OK')	image/png	date:Sat,%2001%20May%202021%2010:11:46%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/05/cropped-site-icon-32x32.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/05/cropped-site-icon-32x32.png	(from https://www.adfiap.org/44th/)
13:01:02	10629/10629	---M--	200	added ('OK')	image/png	date:Sat,%2001%20May%202021%2010:11:46%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/05/cropped-site-icon-192x192.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/05/cropped-site-icon-192x192.png	(from https://www.adfiap.org/44th/)
13:01:02	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Apr%202022%2021:02:38%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.google-analytics.com/analytics.js	(from https://www.adfiap.org/44th/)
13:01:02	9505/9505	---M--	200	added ('OK')	image/png	date:Sat,%2001%20May%202021%2010:11:46%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/05/cropped-site-icon-180x180.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/05/cropped-site-icon-180x180.png	(from https://www.adfiap.org/44th/)
13:01:02	4774/4774	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:51%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2018/12/Mr.-Phub-Dorji-Chief-Executive-Officer-Bhutan-Devt-Bank-Ltd..png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2018/12/Mr.-Phub-Dorji-Chief-Executive-Officer-Bhutan-Devt-Bank-Ltd..png	(from https://www.adfiap.org/44th/)
13:01:02	15217/15217	---M--	200	added ('OK')	image/png	date:Sat,%2001%20May%202021%2010:08:54%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/05/43.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/05/43.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:03	2509/2509	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:22:27%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2020/02/42nd.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2020/02/42nd.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:03	2672/2672	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:50%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2018/12/41st.adfiap.annual.meeting-1.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2018/12/41st.adfiap.annual.meeting-1.png	(from https://www.adfiap.org/44th/)
13:01:03	4931/4931	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Jun%202020%2018:41:01%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/11/40th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/11/40th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:03	57941/57941	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:35%20GMT	https://www.adfiap.org/44th/speakers/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/speakers/index.html	(from https://www.adfiap.org/44th/)
13:01:03	3714/3714	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/39th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/39th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:04	1332/1332	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/38th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/38th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:04	2275/2275	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:50%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/37th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/37th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:04	2686/2686	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:50%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/36th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/36th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:04	38909/38909	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:36%20GMT	https://www.adfiap.org/44th/schedule/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/schedule/index.html	(from https://www.adfiap.org/44th/)
13:01:04	3348/3348	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/35th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/35th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:04	2720/2720	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/34th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/34th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:05	3291/3291	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:50%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/33rd.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/33rd.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:05	2782/2782	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/32nd.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/32nd.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:05	2748/2748	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:50%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/31st.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/31st.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:05	3485/3485	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/30th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/30th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:05	30883/30883	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:37%20GMT	https://www.adfiap.org/44th/about-the-host/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/about-the-host/index.html	(from https://www.adfiap.org/44th/)
13:01:05	4707/4707	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202020%2018:08:49%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2017/01/29th.annual.meeting.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2017/01/29th.annual.meeting.png	(from https://www.adfiap.org/44th/)
13:01:06	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2004:59:38%20GMT	http://www.adfiap.org/44th/wp-includes/js/dist/vendor/regenerator-runtime.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-includes/js/dist/vendor/regenerator-runtime.min.22.delayed	(from https://www.adfiap.org/44th/)
13:01:06	6475/6475	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Jun%202022%2009:17:01%20GMT	https://www.adfiap.org/44th/wp-includes/js/dist/vendor/regenerator-runtime.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-includes/js/dist/vendor/regenerator-runtime.min.js	(from https://www.adfiap.org/44th/)
13:01:06	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2004:59:38%20GMT	http://www.adfiap.org/44th/wp-includes/js/dist/vendor/wp-polyfill.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-includes/js/dist/vendor/wp-polyfill.min.js	(from https://www.adfiap.org/44th/)
13:01:06	19142/19142	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Jun%202022%2009:17:01%20GMT	https://www.adfiap.org/44th/wp-includes/js/dist/vendor/wp-polyfill.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-includes/js/dist/vendor/wp-polyfill.min.js	(from https://www.adfiap.org/44th/)
13:01:07	290/290	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2004:59:39%20GMT	http://www.adfiap.org/44th/wp-content/plugins/contact-form-7/includes/js/index.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/plugins/contact-form-7/includes/js/index.js	(from https://www.adfiap.org/44th/)
13:01:07	35054/35054	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:38%20GMT	https://www.adfiap.org/44th/category/media-gallery/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/category/media-gallery/index.html	(from https://www.adfiap.org/44th/)
13:01:07	21904/21904	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Jul%202022%2009:12:56%20GMT	https://www.adfiap.org/44th/wp-content/plugins/contact-form-7/includes/js/index.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/plugins/contact-form-7/includes/js/index.js	(from https://www.adfiap.org/44th/)
13:01:07	287/287	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2004:59:39%20GMT	http://www.adfiap.org/44th/wp-content/plugins/flying-pages/flying-pages.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/plugins/flying-pages/flying-pages.min.js	(from https://www.adfiap.org/44th/)
13:01:07	2477/2477	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Jul%202020%2009:01:02%20GMT	https://www.adfiap.org/44th/wp-content/plugins/flying-pages/flying-pages.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/plugins/flying-pages/flying-pages.min.js	(from https://www.adfiap.org/44th/)
13:01:08	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2004:59:40%20GMT	http://www.adfiap.org/44th/wp-content/themes/44th/js/jquery.tools.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/js/jquery.tools.min.js	(from https://www.adfiap.org/44th/)
13:01:08	63910/63910	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:39%20GMT	https://www.adfiap.org/44th/gold-sponsors/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/gold-sponsors/index.html	(from https://www.adfiap.org/44th/)
13:01:09	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2004:59:40%20GMT	http://www.adfiap.org/44th/wp-content/themes/44th/js/main.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/js/main.js	(from https://www.adfiap.org/44th/)
13:01:09	137843/137843	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/js/jquery.tools.min.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/js/jquery.tools.min.js	(from https://www.adfiap.org/44th/)
13:01:09	34714/34714	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:40%20GMT	https://www.adfiap.org/44th/silver-sponsors/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/silver-sponsors/index.html	(from https://www.adfiap.org/44th/)
13:01:09	28746/28746	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:41%20GMT	https://www.adfiap.org/44th/bronze-sponsors/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/bronze-sponsors/index.html	(from https://www.adfiap.org/44th/)
13:01:09	5110/5110	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/js/main.js	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/js/main.js	(from https://www.adfiap.org/44th/)
13:01:11	45431/45431	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:42%20GMT	https://www.adfiap.org/44th/delegate-registration/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/delegate-registration/index.html	(from https://www.adfiap.org/44th/)
13:01:11	240664/240664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.eot	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.eot	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:11	32305/32305	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:42%20GMT	https://www.adfiap.org/44th/contact-us/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/contact-us/index.html	(from https://www.adfiap.org/44th/)
13:01:11	30540/30540	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2004:59:42%20GMT	https://www.adfiap.org/44th/message-from-the-chair/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/message-from-the-chair/index.html	(from https://www.adfiap.org/44th/)
13:01:11	99224/99224	---M--	200	added ('OK')	font/woff	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.woff	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.woff	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:11	240664/240664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.eot?	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regulard41d.eot	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:12	240448/240448	---M--	200	added ('OK')	font/ttf	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.ttf	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.ttf	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:12	847442/847442	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.svg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Regular.svg	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:12	225820/225820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.eot	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.eot	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:12	100576/100576	---M--	200	added ('OK')	font/woff	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.woff	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.woff	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:13	870360/870360	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.svg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.svg	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:13	225608/225608	---M--	200	added ('OK')	font/ttf	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.ttf	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.ttf	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:13	230216/230216	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.eot	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.eot	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:13	230216/230216	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.eot?	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Boldd41d.eot	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:13	102128/102128	---M--	200	added ('OK')	font/woff	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.woff	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.woff	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:14	230012/230012	---M--	200	added ('OK')	font/ttf	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.ttf	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.ttf	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:14	861893/861893	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.svg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Bold.svg	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:14	7349/7349	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/images/oman.development.bank.png	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/images/oman.development.bank.png	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
13:01:14	225820/225820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Apr%202021%2011:50:08%20GMT	https://www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italic.eot?	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/themes/44th/fonts/hinted-subset-Inter-Italicd41d.eot	(from https://www.adfiap.org/44th/wp-content/themes/44th/style.css)
